,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,popularity
17514,236264,0.00682,0.8270000000000001,0.451,0.8059999999999999,9,0.0958,-10.387,1,0.0982,124.007,4,0.193,0
17745,176000,0.386,0.727,0.6509999999999999,0.000291,6,0.119,-7.626,0,0.071,93.042,4,0.737,0
15330,304893,0.762,0.5660000000000001,0.953,0.0391,10,0.0974,-1.905,0,0.0455,122.884,4,0.8140000000000001,0
7904,197220,0.0112,0.76,0.532,0.715,9,0.119,-9.246,1,0.0427,140.079,4,0.139,0
17256,369573,0.0481,0.7509999999999999,0.708,1.83e-05,0,0.107,-5.645,1,0.0545,108.97,4,0.509,1
5691,248320,0.288,0.654,0.407,0.000143,4,0.142,-19.039,0,0.0561,104.074,4,0.924,0
16955,185235,0.892,0.314,0.173,0.00842,7,0.109,-15.488,1,0.0387,135.048,4,0.123,0
5694,228884,0.134,0.6659999999999999,0.6779999999999999,0.000146,5,0.609,-6.0520000000000005,0,0.0603,101.551,4,0.873,0
178,210200,0.263,0.653,0.609,0.00101,11,0.233,-7.519,0,0.037,95.982,3,0.482,1
7273,153191,0.226,0.871,0.648,0.0,11,0.118,-5.886,0,0.3,94.023,4,0.409,0
5811,213350,0.256,0.3429999999999999,0.426,0.00218,3,0.0857,-7.112,0,0.0303,111.158,4,0.135,0
15167,197849,0.012,0.792,0.8270000000000001,0.861,8,0.057,-5.902,0,0.0482,129.991,4,0.894,0
11572,164004,0.0157,0.775,0.513,0.0,5,0.127,-7.653,0,0.0613,137.032,4,0.585,1
1347,175093,0.989,0.261,0.306,0.825,7,0.0816,-9.916,1,0.0393,79.498,1,0.511,0
1137,213693,0.00915,0.502,0.758,0.7829999999999999,3,0.284,-9.76,1,0.0407,112.508,4,0.7290000000000001,1
18500,216247,0.182,0.8740000000000001,0.706,0.0,1,0.3339999999999999,-5.132000000000001,1,0.207,89.96799999999999,4,0.895,1
16060,213800,0.6829999999999999,0.7240000000000001,0.495,4.31e-06,4,0.367,-9.06,0,0.052,83.119,4,0.764,0
6653,261853,0.00216,0.8290000000000001,0.573,0.00432,6,0.612,-10.316,0,0.2239999999999999,111.848,4,0.8029999999999999,1
16698,264773,0.0506,0.547,0.8420000000000001,0.8390000000000001,7,0.0697,-7.049,1,0.0276,153.391,4,0.949,0
15523,235853,0.0875,0.581,0.895,0.0,8,0.111,-4.129,1,0.362,173.89,4,0.513,1
15149,204022,0.0784,0.725,0.8340000000000001,1.27e-05,5,0.0834,-3.913,0,0.037,120.026,4,0.8590000000000001,1
10228,311920,0.919,0.42,0.344,1.6e-06,2,0.153,-10.568,0,0.0509,161.756,3,0.489,0
2109,145693,0.146,0.546,0.568,0.0,11,0.77,-9.604,0,0.0285,112.584,4,0.488,0
5960,155411,0.941,0.102,0.125,0.594,9,0.0699,-21.786,0,0.0329,79.609,3,0.0341,0
16316,171438,0.105,0.773,0.669,4.65e-06,8,0.0894,-6.803,0,0.407,178.40200000000002,4,0.66,0
9622,175449,0.0947,0.752,0.613,0.000357,9,0.0955,-8.1,0,0.0283,93.027,4,0.5429999999999999,0
4826,236166,0.677,0.541,0.294,0.92,9,0.3289999999999999,-14.865,0,0.0332,120.035,3,0.486,0
4074,189230,0.0356,0.904,0.68,0.0,10,0.311,-8.265,0,0.273,104.095,4,0.517,0
9539,240600,0.2289999999999999,0.58,0.687,0.0,6,0.109,-5.4,1,0.106,76.014,4,0.187,1
16416,173693,0.00883,0.321,0.911,3.65e-06,0,0.289,-5.29,1,0.0605,206.227,4,0.644,0
11108,143283,0.657,0.8029999999999999,0.2769999999999999,0.8440000000000001,9,0.102,-17.107,0,0.0405,133.991,4,0.55,0
14021,164093,6.82e-06,0.429,0.991,0.00714,2,0.0444,-4.816,1,0.0902,137.996,4,0.583,0
2687,153693,0.406,0.653,0.519,0.0209,2,0.1009999999999999,-10.164,1,0.0497,98.883,4,0.8220000000000001,1
1602,181426,0.000157,0.569,0.986,5.32e-06,7,0.367,-4.027,1,0.0671,108.001,4,0.4029999999999999,0
1765,116280,0.322,0.603,0.792,0.0,7,0.118,-4.779,1,0.138,142.97299999999998,4,0.8170000000000001,0
13379,234835,0.996,0.3939999999999999,0.00698,0.905,9,0.104,-20.401,0,0.0373,100.025,4,0.241,0
17733,112269,0.307,0.703,0.8270000000000001,0.00258,1,0.12,-4.39,1,0.0535,99.103,4,0.624,0
13397,163738,0.992,0.498,0.0149,0.855,7,0.0847,-22.991,0,0.0439,74.875,4,0.165,0
14058,219720,0.000223,0.498,0.975,2.28e-06,6,0.0999,-4.372,1,0.074,100.014,4,0.336,0
12499,262308,0.0535,0.969,0.59,0.0,11,0.0776,-7.826,1,0.251,129.997,4,0.282,0
7659,216000,0.000927,0.589,0.7829999999999999,1.12e-06,1,0.187,-6.069,1,0.0318,127.92,4,0.622,0
14191,212093,0.0883,0.679,0.7020000000000001,0.0,6,0.113,-4.539,0,0.172,81.992,4,0.446,0
18814,250866,0.862,0.5870000000000001,0.142,0.000162,7,0.0953,-15.196,1,0.0329,119.752,4,0.288,1
11319,205920,0.04,0.6990000000000001,0.713,3.11e-06,9,0.294,-5.507000000000001,0,0.0594,121.993,4,0.354,1
1970,152200,0.767,0.486,0.501,7.6e-05,4,0.0679,-8.57,1,0.0326,122.894,4,0.942,0
5893,347520,0.2019999999999999,0.611,0.799,0.0277,0,0.123,-5.718999999999999,1,0.0641,101.038,4,0.51,1
3006,300773,0.171,0.618,0.8959999999999999,0.0,2,0.0875,-5.357,1,0.0307,113.961,4,0.711,1
17693,320266,0.0393,0.535,0.505,0.0,2,0.0923,-8.926,0,0.245,99.935,4,0.495,0
18210,215759,0.374,0.747,0.8340000000000001,0.0,3,0.0586,-2.867,0,0.045,128.005,4,0.687,1
230,243160,0.00411,0.425,0.954,0.0,1,0.0555,-3.756,0,0.0476,178.043,4,0.933,1
10224,284320,0.836,0.499,0.371,0.00557,10,0.131,-11.624,1,0.0449,110.274,4,0.684,0
5113,176626,0.639,0.515,0.603,0.0,10,0.121,-6.246,1,0.0318,127.151,4,0.892,0
4904,182786,0.0086,0.733,0.889,0.828,6,0.0726,-5.191,0,0.0326,129.97,4,0.966,0
10603,182573,0.491,0.713,0.492,4.2e-06,0,0.1119999999999999,-8.636000000000001,1,0.0818,119.924,4,0.4479999999999999,0
9773,232506,0.0139,0.545,0.7809999999999999,0.0,10,0.161,-3.616,1,0.185,150.097,4,0.2769999999999999,0
13147,272813,0.1369999999999999,0.685,0.9,0.0,5,0.2,-4.626,0,0.151,111.991,4,0.779,0
10688,202333,0.0462,0.7340000000000001,0.637,2.29e-05,4,0.0602,-5.6770000000000005,0,0.141,169.977,4,0.648,1
11414,146091,0.118,0.591,0.6809999999999999,0.0,7,0.172,-6.845,1,0.39,89.023,4,0.347,0
17624,119133,0.469,0.872,0.391,4.13e-06,0,0.297,-9.144,0,0.242,134.02100000000002,4,0.437,1
6591,198333,3.06e-06,0.212,0.994,0.0344,2,0.342,-3.749,1,0.188,160.02700000000002,4,0.214,0
16032,211202,0.8859999999999999,0.433,0.218,0.0,3,0.107,-10.282,0,0.127,66.998,4,0.327,0
14701,233133,0.00375,0.77,0.8009999999999999,0.00281,9,0.0515,-4.182,0,0.0336,130.76,4,0.725,0
4164,278966,0.993,0.264,0.00465,0.936,9,0.0893,-27.945,0,0.0546,66.53699999999999,4,0.162,0
14918,195250,0.00134,0.514,0.956,0.0243,11,0.0627,-3.003,0,0.271,174.03799999999998,4,0.436,0
10031,165987,0.607,0.66,0.475,0.0,10,0.0715,-5.296,1,0.064,109.293,4,0.867,0
16492,189000,0.0227,0.7390000000000001,0.742,1.39e-06,7,0.2289999999999999,-4.586,1,0.0329,124.016,4,0.659,1
18608,231721,0.000686,0.585,0.556,0.000132,2,0.151,-5.075,1,0.0274,142.144,4,0.414,0
13111,286706,0.326,0.515,0.505,0.0,0,0.102,-5.606,1,0.0294,150.063,4,0.5379999999999999,1
9627,203586,0.00185,0.535,0.851,0.0,7,0.212,-4.37,1,0.0462,97.036,4,0.514,0
12487,225001,0.0409,0.672,0.596,1.46e-06,2,0.0762,-6.323,0,0.0352,175.924,4,0.789,0
9983,190400,0.0836,0.428,0.664,0.0,1,0.0901,-6.769,1,0.121,155.125,4,0.345,0
1393,227562,0.1939999999999999,0.804,0.547,0.0,4,0.0888,-7.769,0,0.0665,126.013,4,0.507,0
4846,236892,0.894,0.322,0.155,0.906,0,0.107,-18.919,1,0.0333,123.783,4,0.0815,0
7353,326346,0.045,0.731,0.624,3.37e-05,6,0.305,-5.761,0,0.311,140.131,4,0.528,0
14913,217827,1.74e-05,0.526,0.98,0.0013599999999999,1,0.208,-3.042,1,0.34,110.011,4,0.45,0
107,182224,0.149,0.871,0.563,0.0,10,0.0568,-8.329,0,0.0795,91.998,4,0.62,0
469,288160,0.488,0.309,0.831,0.0030399999999999,1,0.286,-8.288,1,0.036,181.145,4,0.934,1
5680,249746,0.19,0.818,0.958,0.0005639999999999,9,0.0914,-3.597,0,0.0668,97.002,4,0.922,0
188,221626,0.3879999999999999,0.517,0.598,2.22e-06,6,0.183,-3.751,0,0.263,96.933,4,0.922,0
18306,190185,0.1119999999999999,0.636,0.436,0.0,7,0.135,-9.524,1,0.139,84.804,4,0.331,0
11147,112786,0.589,0.644,0.258,0.946,7,0.0807,-20.552,0,0.0534,166.356,4,0.207,0
14684,199079,0.0285,0.564,0.807,0.0011099999999999,5,0.192,-4.561,1,0.0279999999999999,67.003,4,0.49,0
18021,166640,0.13,0.569,0.621,2.01e-06,11,0.0808,-4.759,1,0.0322,84.96600000000001,4,0.497,0
17686,221093,0.318,0.5770000000000001,0.913,0.0,7,0.253,-4.42,1,0.181,97.139,4,0.6709999999999999,0
474,295400,0.0589,0.586,0.7,0.00125,0,0.0318,-9.558,1,0.0363,147.245,4,0.897,1
4725,247842,0.0509,0.381,0.481,0.0,4,0.1,-5.82,1,0.0365,123.09,4,0.162,0
6833,170200,0.7709999999999999,0.474,0.5579999999999999,0.0,1,0.8390000000000001,-6.3,1,0.132,151.221,4,0.619,0
2133,168866,0.708,0.431,0.379,1.74e-05,5,0.181,-9.59,0,0.0262,86.17200000000001,4,0.665,0
17259,238466,0.0814,0.883,0.659,0.00119,10,0.0285,-6.017,0,0.294,77.03,4,0.557,0
11775,238173,0.0104,0.588,0.67,3.33e-06,0,0.3379999999999999,-6.439,1,0.0473,118.159,4,0.505,1
7224,112640,0.4,0.682,0.413,0.0003259999999999,1,0.0994,-12.949000000000002,1,0.247,158.841,4,0.158,0
9888,247500,0.214,0.909,0.604,0.0,10,0.0717,-5.653,0,0.424,119.982,4,0.7559999999999999,0
12254,197288,0.106,0.723,0.688,0.0493,9,0.259,-4.754,0,0.044,117.929,4,0.7070000000000001,0
14353,181875,0.243,0.688,0.684,0.617,0,0.149,-9.166,0,0.797,91.511,4,0.875,0
7085,260625,0.0084099999999999,0.502,0.794,0.392,1,0.1159999999999999,-9.8,1,0.0526,160.034,4,0.307,0
10221,305066,0.8220000000000001,0.718,0.332,0.892,10,0.158,-13.213,0,0.0331,113.813,4,0.701,0
9632,196720,0.019,0.636,0.98,2.37e-06,11,0.0905,-2.222,0,0.0476,129.996,4,0.96,0
14744,214346,0.0118,0.688,0.604,0.185,11,0.1969999999999999,-10.702,0,0.18,168.024,4,0.603,0
1961,220226,7.950000000000001e-05,0.706,0.841,0.0,7,0.0688,-3.956,1,0.0418,132.032,4,0.861,1
14705,209399,0.0642,0.31,0.794,2.35e-05,4,0.178,-4.87,1,0.0831,189.18400000000003,4,0.284,0
2765,220533,0.00122,0.708,0.6829999999999999,0.643,4,0.121,-7.768,0,0.0344,123.602,4,0.4629999999999999,0
11514,230266,0.0896,0.693,0.6579999999999999,2.0600000000000003e-05,5,0.12,-7.407999999999999,1,0.0398,100.987,4,0.487,0
8018,218772,0.0232,0.723,0.952,0.0,9,0.451,-2.559,0,0.0828,126.002,4,0.6729999999999999,0
1305,184080,0.217,0.401,0.499,0.0,0,0.149,-7.643,1,0.0272,144.276,4,0.262,0
7338,271386,0.0954,0.5720000000000001,0.5429999999999999,0.0,7,0.3289999999999999,-4.251,0,0.0287,83.36399999999999,4,0.3289999999999999,1
14307,204664,0.00381,0.8,0.578,0.0,4,0.359,-5.144,0,0.0485,143.01,4,0.367,1
17682,159905,0.146,0.536,0.887,0.0,4,0.664,-4.478,1,0.377,164.118,4,0.7240000000000001,0
743,310333,0.0628,0.536,0.8440000000000001,0.00084,6,0.0608,-6.917999999999999,0,0.0579999999999999,117.652,4,0.185,1
1259,164004,0.0157,0.775,0.513,0.0,5,0.127,-7.653,0,0.0613,137.032,4,0.585,1
5370,215666,0.565,0.594,0.321,0.0,5,0.0913,-11.886,1,0.0234,91.203,4,0.31,0
10379,183973,0.0215,0.8240000000000001,0.738,0.0,6,0.0495,-5.431,1,0.0867,119.973,4,0.961,0
3005,211487,0.1369999999999999,0.245,0.524,4.25e-06,7,0.0999,-8.195,1,0.0322,204.245,4,0.365,0
2402,238800,0.0159,0.799,0.63,0.0,0,0.4529999999999999,-9.279,1,0.0748,103.647,4,0.772,1
6681,210817,0.191,0.7140000000000001,0.736,0.0,2,0.0553,-3.801,1,0.0457,149.985,4,0.8140000000000001,1
17667,222533,0.1989999999999999,0.417,0.6729999999999999,0.0,6,0.128,-7.718999999999999,1,0.0497,108.994,4,0.314,1
3054,150752,0.263,0.484,0.711,0.0,8,0.104,-3.848,1,0.341,102.05,4,0.515,0
14117,224500,2.6600000000000003e-05,0.242,0.957,0.0004089999999999,5,0.236,-3.621,1,0.123,186.151,4,0.504,0
11612,133056,0.091,0.8909999999999999,0.8270000000000001,1.53e-06,11,0.221,-6.138999999999999,1,0.351,100.987,4,0.861,0
14389,93487,0.436,0.768,0.936,0.754,7,0.7170000000000001,-8.158,1,0.653,148.502,4,0.5720000000000001,0
17315,168933,0.17,0.6559999999999999,0.645,0.0,2,0.051,-8.52,1,0.033,95.869,4,0.777,0
2590,352003,0.00215,0.644,0.73,0.00178,1,0.233,-6.565,1,0.0287,116.981,4,0.695,0
13501,197770,0.143,0.5429999999999999,0.61,0.0,5,0.0927,-7.987999999999999,0,0.0289999999999999,114.702,3,0.291,0
8826,188888,0.0623,0.8029999999999999,0.569,0.0,2,0.083,-7.392,1,0.0739,107.986,4,0.809,0
11616,174429,0.21,0.57,0.725,0.0,5,0.225,-6.765,0,0.273,111.625,5,0.6829999999999999,0
13505,190956,0.0045,0.64,0.48,2.42e-05,9,0.2789999999999999,-8.326,0,0.049,91.997,4,0.569,0
3983,267680,0.00013,0.515,0.883,1e-05,2,0.0751,-4.823,1,0.0342,152.03,4,0.669,0
5130,259306,0.835,0.654,0.452,2.89e-05,2,0.16,-9.709,1,0.03,106.662,3,0.691,0
17589,271066,0.266,0.81,0.4579999999999999,0.0,4,0.174,-7.495,0,0.105,125.049,4,0.493,0
16903,251920,0.979,0.47,0.218,0.406,11,0.282,-11.49,1,0.0307,71.96300000000001,4,0.193,0
13341,177600,0.982,0.499,0.156,0.903,5,0.0994,-14.478,0,0.0527,117.447,4,0.0613,1
7165,180853,0.0812,0.615,0.698,1.17e-06,6,0.18,-3.212,1,0.0485,80.024,4,0.437,1
1324,276720,0.0783,0.706,0.805,0.000557,2,0.312,-5.218999999999999,1,0.0274,125.079,4,0.812,0
3468,214905,0.1119999999999999,0.757,0.466,3.38e-06,0,0.106,-10.638,1,0.0512,120.056,4,0.171,0
18800,192168,0.467,0.6659999999999999,0.5660000000000001,0.0269,7,0.144,-12.136,1,0.0309,149.441,4,0.8190000000000001,0
1647,236549,4.27e-06,0.367,0.972,1.0800000000000002e-05,10,0.153,-4.08,0,0.192,179.959,4,0.296,0
4272,163000,0.0021,0.604,0.748,0.0,8,0.083,-5.343,1,0.0849,120.178,4,0.52,0
13638,269106,0.1009999999999999,0.7979999999999999,0.867,0.0,1,0.0634,-5.971,0,0.12,109.04,4,0.6679999999999999,1
7524,165000,0.462,0.6990000000000001,0.5579999999999999,0.0,11,0.1159999999999999,-7.622000000000001,1,0.0603,79.992,4,0.493,1
900,207466,0.0888,0.677,0.503,1.4800000000000002e-05,4,0.182,-9.027,1,0.0867,85.926,4,0.417,0
16234,228481,0.018,0.5770000000000001,0.629,0.0356,10,0.106,-8.282,0,0.0253,96.984,3,0.1969999999999999,0
2559,226680,0.52,0.923,0.518,0.0001419999999999,5,0.104,-6.007999999999999,1,0.0492,93.023,4,0.682,0
2293,162466,0.416,0.5539999999999999,0.7829999999999999,1.54e-06,6,0.631,-5.852,1,0.0457,105.39,4,0.813,1
1339,342080,0.055,0.708,0.917,0.0,7,0.0305,-3.913,1,0.0951,94.92,4,0.794,0
4574,230080,0.132,0.7490000000000001,0.78,0.0,4,0.174,-7.242999999999999,0,0.341,141.671,4,0.526,0
12861,170177,0.000507,0.53,0.967,0.205,0,0.0786,-2.108,1,0.0657,99.962,4,0.642,0
6983,220506,0.307,0.7659999999999999,0.81,0.0,8,0.134,-7.601,0,0.0289,107.587,4,0.4379999999999999,0
12479,210612,0.209,0.6629999999999999,0.589,0.000599,6,0.109,-8.091000000000001,0,0.191,97.949,4,0.412,0
5360,222426,0.0849,0.6629999999999999,0.561,4.79e-05,5,0.0725,-7.971,1,0.0248,102.911,4,0.605,0
14773,209986,0.0463,0.594,0.961,0.0,6,0.853,-5.443,0,0.3379999999999999,113.126,4,0.531,0
9484,182293,0.000665,0.526,0.635,0.8440000000000001,1,0.363,-3.745,1,0.0357,136.012,4,0.5770000000000001,0
8176,171613,0.0123,0.679,0.843,0.917,7,0.3279999999999999,-7.377999999999999,1,0.0396,125.03,4,0.8270000000000001,0
4385,258573,0.265,0.865,0.5710000000000001,0.0,8,0.3279999999999999,-6.365,1,0.19,90.0,4,0.384,0
14787,248413,0.0426,0.794,0.8109999999999999,1.07e-06,6,0.1009999999999999,-8.966000000000001,0,0.038,116.047,4,0.862,1
11823,162266,0.025,0.943,0.461,0.0,5,0.0846,-6.066,1,0.115,130.002,4,0.149,1
3150,236794,0.688,0.657,0.376,2.54e-05,9,0.272,-6.534,1,0.0463,84.905,4,0.575,0
2851,219866,0.13,0.54,0.746,8.73e-06,7,0.0976,-9.412,1,0.045,163.809,4,0.826,0
12989,340000,0.000389,0.884,0.754,0.0327,11,0.0379,-3.459,0,0.0525,128.046,4,0.7490000000000001,0
17305,146640,0.782,0.532,0.591,0.0,0,0.0647,-3.81,0,0.0591,184.4,4,0.962,0
13807,216520,0.0192,0.7170000000000001,0.5870000000000001,0.0,4,0.0523,-7.296,0,0.0339,129.954,4,0.544,0
13712,155586,0.267,0.693,0.752,0.0,7,0.158,-4.599,0,0.0468,86.039,4,0.536,0
15245,185250,0.73,0.579,0.411,0.8,6,0.0945,-13.068,1,0.0329,79.988,1,0.125,0
18509,220346,0.0283,0.8220000000000001,0.711,0.00129,11,0.236,-6.7410000000000005,0,0.275,79.949,4,0.6809999999999999,0
9794,230026,0.000384,0.457,0.64,0.0001419999999999,0,0.0611,-12.231,1,0.0437,156.203,4,0.634,0
16661,206866,5.24e-05,0.4429999999999999,0.956,0.825,2,0.135,-6.198,1,0.0511,146.754,4,0.909,1
6911,166506,0.0777,0.3779999999999999,0.682,2.83e-06,10,0.0573,-10.228,1,0.124,185.273,4,0.89,0
16714,223573,0.000158,0.387,0.669,0.423,0,0.166,-11.187,1,0.0395,90.995,4,0.414,0
1486,246500,0.841,0.624,0.214,0.0,2,0.701,-9.471,0,0.0457,125.149,3,0.3,0
8435,191331,1.15e-05,0.13,0.991,0.00412,11,0.225,-3.1260000000000003,1,0.0604,185.364,4,0.505,0
15645,212373,0.0364,0.4539999999999999,0.66,0.0,0,0.181,-4.357,1,0.168,184.353,4,0.568,1
8880,212120,0.486,0.432,0.7959999999999999,0.0,4,0.355,-2.952,0,0.049,183.935,4,0.563,1
7662,181846,0.0437,0.509,0.8109999999999999,0.0,6,0.33,-5.604,0,0.127,167.922,4,0.716,1
8516,200373,0.0319,0.731,0.861,0.0,11,0.0829,-5.881,1,0.0323,104.034,4,0.78,1
3663,218673,0.0621,0.617,0.492,0.0,10,0.484,-7.587999999999999,0,0.4479999999999999,141.953,4,0.208,1
6447,192789,0.000194,0.6559999999999999,0.821,0.00232,0,0.1009999999999999,-4.838,1,0.0325,117.948,5,0.7909999999999999,1
11723,209255,0.319,0.643,0.8220000000000001,8.36e-06,4,0.384,-4.962,1,0.0541,104.054,4,0.18,0
16022,234935,0.0377,0.72,0.7659999999999999,0.0012699999999999,5,0.106,-4.732,0,0.0602,102.016,4,0.4,0
3925,196600,0.0544,0.595,0.742,0.00027,5,0.0844,-7.963999999999999,1,0.0314,118.555,4,0.946,0
11583,222828,0.4679999999999999,0.5429999999999999,0.5670000000000001,0.0,2,0.171,-5.2410000000000005,0,0.129,143.744,4,0.351,0
15579,199373,0.267,0.708,0.752,0.0,0,0.377,-4.401,0,0.0886,150.058,4,0.733,0
5510,170546,0.282,0.755,0.8079999999999999,2.02e-06,9,0.11,-7.367000000000001,1,0.0374,124.976,4,0.933,0
7162,174788,0.297,0.586,0.5670000000000001,0.0,11,0.1009999999999999,-8.832,1,0.0522,132.02700000000002,4,0.3829999999999999,0
8180,222865,0.278,0.7829999999999999,0.537,0.0,9,0.2289999999999999,-2.9210000000000003,1,0.0749,113.977,4,0.392,1
17513,152332,0.00613,0.657,0.603,0.867,8,0.118,-9.779,0,0.0393,152.00799999999998,4,0.483,0
13100,215640,0.102,0.6809999999999999,0.912,7.18e-05,6,0.325,-5.006,0,0.04,92.021,4,0.667,1
18623,247186,0.952,0.2689999999999999,0.122,0.0,1,0.0915,-10.408,1,0.0334,83.96700000000001,4,0.118,0
5390,196666,0.6409999999999999,0.574,0.17,0.0,7,0.12,-17.717,1,0.0267,87.18,3,0.491,0
1145,152520,0.0252,0.644,0.777,0.0,6,0.0554,-6.165,0,0.0284,126.257,4,0.966,0
12603,238726,0.0157,0.613,0.8420000000000001,0.0,10,0.23,-4.332,0,0.2189999999999999,169.917,4,0.645,1
13967,164009,0.27,0.659,0.617,0.0,11,0.187,-5.862,0,0.0649,119.858,4,0.187,1
9739,168360,0.541,0.435,0.812,0.7190000000000001,0,0.0455,-3.711,1,0.0381,95.546,4,0.508,0
7864,217800,0.0757,0.5589999999999999,0.857,0.000426,11,0.115,-5.455,1,0.0409,100.004,4,0.264,0
12730,231813,0.841,0.385,0.413,0.000968,8,0.128,-11.058,1,0.0696,143.225,4,0.153,0
5752,201413,0.0146,0.7879999999999999,0.682,0.00022,4,0.0757,-7.826,0,0.0694,127.96,4,0.675,0
5074,178706,0.7120000000000001,0.637,0.5760000000000001,0.00884,8,0.1009999999999999,-12.716,1,0.0373,137.72299999999998,4,0.8759999999999999,0
10061,132597,0.309,0.825,0.79,0.0,7,0.0977,-4.48,1,0.128,124.773,4,0.961,0
8195,296446,0.00526,0.937,0.4589999999999999,0.00426,11,0.198,-8.234,1,0.104,114.997,4,0.7509999999999999,0
2236,291293,0.207,0.7090000000000001,0.8240000000000001,0.000307,1,0.0888,-8.824,1,0.0453,118.814,4,0.867,1
2136,230527,0.108,0.775,0.5589999999999999,0.0,6,0.0945,-8.377,0,0.088,122.229,4,0.804,0
17054,160000,0.0582,0.875,0.674,0.0,2,0.0935,-4.976,1,0.387,156.039,4,0.237,0
14663,183053,0.283,0.815,0.826,0.0,5,0.256,-5.2170000000000005,1,0.155,95.031,4,0.737,0
10195,218353,0.392,0.716,0.6629999999999999,2.17e-05,10,0.0562,-5.516,1,0.0992,175.903,4,0.88,0
1341,433520,0.7390000000000001,0.3289999999999999,0.306,1.01e-06,2,0.0679,-10.25,0,0.0327,170.169,4,0.1889999999999999,1
2785,194266,0.201,0.8320000000000001,0.7040000000000001,0.0377,7,0.0937,-8.972999999999999,1,0.0707,128.41,4,0.905,0
509,501213,0.0129,0.423,0.8340000000000001,0.00113,9,0.1639999999999999,-5.497999999999999,0,0.037,113.876,4,0.606,0
1749,207378,0.345,0.853,0.8220000000000001,0.0001139999999999,10,0.13,-5.917000000000001,0,0.212,102.82,4,0.62,0
17450,196319,0.284,0.88,0.675,0.0,4,0.103,-5.035,1,0.0359,114.022,4,0.561,0
4058,186200,0.0925,0.8220000000000001,0.476,0.0,0,0.0804,-6.4,0,0.4429999999999999,196.017,4,0.335,0
2560,340786,0.256,0.508,0.953,0.0445,4,0.929,-6.031000000000001,0,0.0806,119.973,4,0.555,0
13450,212715,0.6729999999999999,0.381,0.419,0.000186,9,0.103,-10.626,0,0.0517,75.988,4,0.4379999999999999,0
14866,204733,0.0142,0.356,0.96,0.0,4,0.209,-3.487,1,0.104,125.921,4,0.0857,1
14339,162886,0.00908,0.921,0.748,0.0,1,0.0798,-5.093,1,0.13,139.97899999999998,4,0.8009999999999999,1
14591,183533,0.596,0.847,0.92,0.0311,6,0.152,-1.713,0,0.0689,117.99,4,0.7929999999999999,0
5393,233693,0.183,0.437,0.476,0.0,7,0.0419,-10.545,1,0.0334,200.469,4,0.846,0
17277,165453,0.215,0.6809999999999999,0.725,2.55e-05,0,0.4039999999999999,-7.169,1,0.0451,112.54,4,0.8290000000000001,0
16909,236719,0.511,0.595,0.267,0.0363,0,0.075,-14.936,0,0.0325,115.228,4,0.0388,0
15126,211440,0.0805,0.728,0.6679999999999999,1.49e-05,2,0.102,-5.02,1,0.126,100.537,4,0.162,0
6007,274693,0.8640000000000001,0.648,0.4579999999999999,0.0944,5,0.366,-15.169,1,0.0311,119.96,4,0.0848,0
14009,233986,4.93e-05,0.3279999999999999,0.939,0.0065,2,0.337,-1.654,0,0.0423,185.971,4,0.3289999999999999,0
4235,197866,0.7090000000000001,0.3929999999999999,0.365,0.0072599999999999,6,0.317,-10.496,0,0.0278,81.525,4,0.364,0
10621,193786,0.789,0.857,0.22,0.0,2,0.129,-14.115,1,0.23,100.976,4,0.583,1
11492,199141,0.531,0.34,0.288,0.0,4,0.134,-7.937,1,0.0321,89.03299999999999,4,0.322,0
14838,162666,9.44e-06,0.4379999999999999,0.905,5.4000000000000005e-05,9,0.363,-6.1610000000000005,1,0.0419,134.16299999999998,4,0.723,1
12854,187346,0.0116,0.488,0.8420000000000001,0.0012699999999999,6,0.146,-5.926,1,0.0469,90.00299999999999,4,0.41,0
4402,204223,0.0384,0.688,0.725,0.0,4,0.289,-7.005,0,0.042,155.95,4,0.752,0
6037,406986,0.000872,0.55,0.941,0.0854,1,0.1009999999999999,-5.721,0,0.0413,95.409,4,0.746,0
11342,203782,0.0417,0.772,0.775,0.0,10,0.226,-4.388,0,0.1119999999999999,124.978,4,0.748,0
10383,237266,0.0158,0.797,0.867,2.79e-06,11,0.0868,-5.242000000000001,0,0.0696,127.974,4,0.716,0
7782,318333,0.0702,0.594,0.262,0.0026899999999999,10,0.256,-10.573,1,0.0341,123.518,4,0.216,0
18834,193533,0.911,0.64,0.381,0.000254,4,0.104,-11.79,1,0.0302,91.49,4,0.581,0
10636,193761,0.05,0.6990000000000001,0.583,0.00029,6,0.091,-9.731,0,0.0357,109.001,4,0.484,1
4602,195960,0.376,0.71,0.489,0.0,4,0.0981,-10.224,0,0.178,130.05700000000002,4,0.0767,0
10059,160988,0.424,0.79,0.757,0.0,7,0.0581,-6.3420000000000005,1,0.0465,126.269,3,0.933,0
3548,260842,0.1689999999999999,0.379,0.69,0.00266,2,0.557,-9.862,1,0.747,189.938,4,0.17,0
14475,210586,0.518,0.415,0.517,5.260000000000001e-05,1,0.111,-6.702000000000001,1,0.0387,98.021,4,0.3229999999999999,0
16441,206386,0.0262,0.779,0.626,0.00488,10,0.114,-7.73,0,0.067,140.078,4,0.419,1
6405,188240,0.0838,0.742,0.8440000000000001,0.0,2,0.418,-6.441,1,0.111,113.371,4,0.85,1
