,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,popularity
8726,343099,0.0367,0.85,0.785,0.0,8,0.155,-4.963,0,0.345,145.063,4,0.718,1
18227,234146,0.00157,0.71,0.951,0.0082,4,0.1119999999999999,-4.694,1,0.131,122.99,4,0.532,0
1702,241024,0.179,0.506,0.8220000000000001,0.0,0,0.31,-3.3480000000000003,1,0.282,203.276,4,0.738,0
16717,299600,0.0004559999999999,0.408,0.885,0.0271,7,0.278,-9.635,1,0.149,134.524,4,0.231,0
17647,204664,0.00381,0.8,0.578,0.0,4,0.359,-5.144,0,0.0485,143.01,4,0.367,1
13442,278083,0.0757,0.743,0.679,0.0,10,0.347,-8.295,0,0.286,147.752,4,0.618,1
15124,183515,0.0823,0.794,0.6459999999999999,0.0,4,0.0918,-7.249,1,0.264,150.025,4,0.478,0
6946,227400,0.0196,0.78,0.879,6.64e-06,6,0.138,-8.379,0,0.0691,98.233,4,0.889,0
14411,240973,0.185,0.677,0.946,3.56e-06,6,0.2739999999999999,-2.887,1,0.0553,96.011,4,0.948,0
16560,231600,0.563,0.611,0.7090000000000001,0.0,11,0.0752,-5.164,1,0.0559999999999999,159.983,4,0.644,0
16123,254620,0.00392,0.657,0.913,0.00149,11,0.466,-4.984,1,0.0528,108.036,4,0.906,0
2676,270773,0.4629999999999999,0.63,0.616,0.0408,1,0.173,-8.128,0,0.0309,118.65,4,0.509,0
18090,202613,0.00379,0.7509999999999999,0.7829999999999999,0.0,4,0.036,-3.724,1,0.0859,119.975,4,0.816,1
6350,206680,0.108,0.795,0.982,0.00811,6,0.526,-0.737,1,0.191,159.982,4,0.5329999999999999,0
9054,184958,0.211,0.642,0.614,0.0,4,0.123,-5.335,0,0.3939999999999999,99.572,4,0.43,1
13816,186333,0.0137,0.6609999999999999,0.8740000000000001,2.38e-06,7,0.385,-3.326,0,0.0469,127.968,4,0.428,0
1689,187866,0.036,0.8190000000000001,0.89,0.0,2,0.207,-2.265,1,0.064,130.04399999999998,4,0.964,0
3043,165942,0.11,0.7190000000000001,0.589,0.0,11,0.111,-9.044,0,0.415,127.166,4,0.424,0
8775,270714,0.00947,0.487,0.789,4.05e-06,8,0.1889999999999999,-3.69,1,0.044,150.007,4,0.0564,1
15316,204800,0.726,0.616,0.583,2.9600000000000005e-05,7,0.142,-5.92,1,0.0494,106.104,4,0.961,0
11032,206197,0.0316,0.7120000000000001,0.475,0.8029999999999999,11,0.126,-9.227,0,0.0508,142.005,4,0.703,0
978,274493,0.604,0.616,0.346,0.00232,10,0.0914,-10.438,1,0.0304,143.351,4,0.344,0
488,163893,0.3979999999999999,0.625,0.35,6.759999999999999e-05,9,0.123,-8.395,0,0.0436,113.688,4,0.69,0
5432,238426,0.233,0.488,0.305,0.000539,5,0.113,-13.194,1,0.0281,82.006,4,0.171,0
13135,217148,0.442,0.838,0.609,1.99e-06,8,0.0742,-5.865,1,0.0446,102.988,4,0.609,0
3703,233087,0.0232,0.89,0.633,0.000343,11,0.0993,-5.475,1,0.168,139.94799999999998,4,0.425,0
12661,179533,0.346,0.598,0.594,0.00496,1,0.125,-9.619,0,0.05,132.158,4,0.5870000000000001,0
1627,243913,3.26e-06,0.356,0.995,0.000196,4,0.4029999999999999,-3.366,0,0.172,183.985,4,0.1669999999999999,0
5708,320357,0.0193,0.611,0.6970000000000001,0.0,2,0.332,-8.618,1,0.133,122.752,4,0.476,1
16754,187333,0.948,0.542,0.467,0.000596,3,0.19,-7.452999999999999,0,0.0478,66.012,3,0.293,0
14985,220538,0.0113,0.371,0.921,2.7e-05,9,0.43,-5.533,1,0.0784,109.675,4,0.508,0
5681,232292,0.102,0.6890000000000001,0.5720000000000001,2.13e-06,5,0.332,-6.8,0,0.0725,159.894,4,0.8590000000000001,0
18360,142443,0.0188,0.584,0.81,0.0,11,0.313,-3.092,1,0.0406,119.859,4,0.57,0
12455,180566,0.479,0.6970000000000001,0.552,0.127,1,0.147,-10.271,0,0.196,75.235,4,0.278,1
4573,223173,0.0395,0.612,0.593,0.0,1,0.484,-6.294,1,0.4579999999999999,130.583,4,0.883,0
2365,227600,0.0561,0.853,0.606,0.0,0,0.313,-4.596,1,0.0713,94.759,4,0.654,0
18397,235445,0.358,0.492,0.701,0.000133,0,0.0881,-5.696000000000001,1,0.2319999999999999,164.171,4,0.4039999999999999,0
180,262533,0.2689999999999999,0.64,0.743,0.0,10,0.1009999999999999,-4.08,1,0.0379,122.035,4,0.361,1
2432,211204,0.6940000000000001,0.62,0.282,0.0,5,0.119,-10.533,0,0.0464,124.609,3,0.193,1
1466,188906,0.634,0.7190000000000001,0.27,0.0,8,0.111,-10.534,1,0.0349,129.965,4,0.299,0
939,235000,0.0341,0.66,0.627,9.64e-05,6,0.385,-10.397,0,0.124,85.44,4,0.789,1
17899,158602,0.00552,0.618,0.767,0.0,5,0.147,-5.024,1,0.0489,124.071,4,0.239,1
7407,231231,0.0037799999999999,0.8809999999999999,0.5660000000000001,6.83e-06,2,0.204,-7.562,1,0.136,140.04,4,0.2319999999999999,0
4936,306533,0.148,0.505,0.642,3.15e-05,7,0.0991,-3.694,1,0.0305,62.003,4,0.1669999999999999,0
2932,275840,0.00121,0.603,0.872,4.69e-06,2,0.754,-7.358,1,0.0577,132.82,4,0.6859999999999999,0
10397,259195,0.00431,0.6629999999999999,0.92,1.6899999999999997e-05,11,0.1009999999999999,-4.07,0,0.226,99.935,4,0.5329999999999999,1
9800,314400,0.0893,0.81,0.7909999999999999,0.0,7,0.0838,-5.909,1,0.181,153.067,4,0.948,0
14845,198880,1.53e-05,0.331,0.913,0.0225,5,0.131,-2.929,1,0.0367,207.838,4,0.818,0
17889,373546,0.0161,0.225,0.467,0.35,4,0.6920000000000001,-7.867000000000001,1,0.0339,79.135,4,0.217,0
8039,165459,0.0166,0.595,0.919,0.0,2,0.0996,-4.754,1,0.364,174.239,5,0.495,0
9108,319906,0.00569,0.836,0.728,0.000819,10,0.0649,-12.058,0,0.2339999999999999,100.842,4,0.599,0
7451,194732,0.0716,0.757,0.69,0.0,1,0.192,-5.327000000000001,0,0.282,132.064,4,0.914,1
17785,213965,0.172,0.8240000000000001,0.555,0.0,11,0.23,-7.381,1,0.196,119.945,4,0.5529999999999999,0
16995,208154,0.935,0.314,0.286,0.0258,10,0.0999,-10.191,1,0.035,172.021,4,0.278,1
10153,254266,0.0001409999999999,0.662,0.797,0.0508,7,0.64,-6.735,1,0.0356,119.98,4,0.51,0
11208,219853,0.0279,0.379,0.949,0.0,9,0.179,-1.81,1,0.0523,104.0,4,0.797,0
3516,215000,0.4379999999999999,0.7170000000000001,0.8109999999999999,4.77e-05,2,0.114,-6.686,1,0.318,82.054,4,0.8009999999999999,0
6970,213800,0.168,0.8,0.965,0.0,0,0.0705,-3.923,1,0.0415,130.08,4,0.71,0
6158,172265,0.00212,0.7490000000000001,0.922,0.223,5,0.0715,-3.968,0,0.0624,127.993,4,0.365,0
15464,209200,0.0241,0.573,0.977,1.62e-06,6,0.619,-2.602,1,0.187,127.964,4,0.909,0
14960,245186,0.000439,0.581,0.966,0.0001149999999999,7,0.0752,-6.117000000000001,1,0.1169999999999999,94.992,4,0.53,0
2241,230693,0.186,0.618,0.764,0.0,0,0.12,-6.027,1,0.0562,81.366,4,0.8759999999999999,0
4933,220275,0.493,0.5720000000000001,0.493,4.48e-06,2,0.0817,-6.859,1,0.0295,160.067,4,0.171,0
8797,232946,0.0991,0.608,0.86,0.0,5,0.262,-5.324,0,0.0554,127.075,4,0.437,1
8080,178266,0.000618,0.574,0.911,0.0,9,0.0769,-5.176,1,0.0715,98.075,4,0.573,1
17923,184019,0.0796,0.636,0.63,0.0,0,0.13,-6.396,1,0.0346,104.845,4,0.4539999999999999,1
3754,443000,0.124,0.583,0.503,0.0,11,0.192,-12.507,1,0.0701,98.864,4,0.4539999999999999,0
15821,190866,0.0617,0.6459999999999999,0.6579999999999999,0.0,7,0.0692,-4.678,1,0.052,92.001,4,0.44,0
12170,234959,0.0202,0.7120000000000001,0.7879999999999999,0.3289999999999999,2,0.0978,-5.122000000000001,1,0.362,117.13,4,0.289,0
15565,282740,0.0873,0.79,0.616,2.44e-05,10,0.22,-7.397,0,0.0976,92.967,4,0.312,0
5065,184040,0.8420000000000001,0.7759999999999999,0.198,0.0,9,0.35,-11.406,1,0.0318,117.755,3,0.5670000000000001,0
589,302933,0.159,0.447,0.348,1.98e-06,5,0.0835,-16.199,1,0.039,177.356,4,0.2269999999999999,0
16783,214400,0.0251,0.743,0.675,0.000717,8,0.0685,-4.267,0,0.0953,92.909,4,0.59,1
1328,284320,0.836,0.499,0.371,0.00557,10,0.131,-11.624,1,0.0449,110.274,4,0.684,0
18523,193775,0.293,0.8959999999999999,0.615,0.0,6,0.122,-9.326,0,0.326,140.04,4,0.89,1
5320,223200,0.637,0.556,0.207,1.37e-06,9,0.228,-16.11,1,0.0334,86.68299999999999,3,0.267,0
10147,289013,2.99e-05,0.645,0.768,4.49e-05,8,0.276,-6.211,1,0.036,120.966,4,0.0986,0
4333,353453,0.556,0.8440000000000001,0.935,0.0,7,0.42,-3.585,1,0.0641,118.999,4,0.958,1
13469,198872,0.578,0.72,0.612,0.0042299999999999,4,0.1159999999999999,-8.525,0,0.047,120.009,4,0.4,0
14469,180986,0.0286,0.835,0.935,0.0,10,0.216,-4.194,0,0.368,75.023,4,0.792,0
10285,200813,0.0786,0.7240000000000001,0.904,0.0,8,0.226,-3.354,0,0.0966,90.999,4,0.846,1
9218,273573,0.385,0.73,0.8370000000000001,0.0,6,0.321,-5.359,0,0.281,92.127,4,0.867,0
14934,213800,0.00148,0.613,0.953,0.000582,2,0.152,-3.435,1,0.0855,105.046,4,0.537,1
12375,196832,0.119,0.5920000000000001,0.848,0.0,1,0.624,-5.501,0,0.392,160.637,5,0.825,0
2359,256733,0.00162,0.5429999999999999,0.912,2.1e-06,7,0.0565,-10.71,1,0.0601,103.731,4,0.836,1
1661,200676,4.8200000000000006e-05,0.409,0.992,2.03e-06,3,0.1,-2.803,0,0.108,149.859,4,0.344,0
366,286880,0.743,0.664,0.5529999999999999,0.00978,9,0.0838,-7.723,1,0.0264,112.52,4,0.287,0
17807,121680,0.68,0.767,0.5379999999999999,0.0,0,0.192,-6.044,0,0.052,81.031,4,0.3429999999999999,1
14420,225573,0.0775,0.738,0.85,0.0,7,0.162,-5.818,0,0.0403,94.999,4,0.6779999999999999,0
14177,196214,0.0181,0.684,0.816,0.0,10,0.0222,-5.211,0,0.0322,121.993,4,0.7020000000000001,1
6341,273541,0.239,0.636,0.7020000000000001,0.0,3,0.0809,-7.53,0,0.0845,82.03399999999999,4,0.775,0
1193,197280,0.22,0.645,0.6990000000000001,1.89e-06,9,0.314,-3.573,1,0.0731,114.965,4,0.743,0
17944,208214,0.0914,0.6559999999999999,0.514,0.0,5,0.0579999999999999,-5.27,1,0.0672,120.073,4,0.818,0
3947,237944,0.629,0.591,0.753,0.0,5,0.6859999999999999,-8.043,1,0.0304,140.42,4,0.961,0
537,194106,0.0038399999999999,0.5670000000000001,0.867,0.088,7,0.1119999999999999,-11.541,1,0.0484,146.00799999999998,4,0.535,0
4942,189880,0.835,0.598,0.391,1.4800000000000002e-05,7,0.1009999999999999,-11.544,1,0.0323,156.014,4,0.644,0
1499,202106,0.853,0.598,0.3429999999999999,0.0219,0,0.123,-11.04,0,0.025,103.984,4,0.419,0
10020,143773,0.157,0.763,0.7959999999999999,0.0,7,0.215,-7.971,1,0.0374,105.992,3,0.589,0
15661,201760,0.0166,0.81,0.637,1.16e-06,11,0.1119999999999999,-8.029,1,0.0424,106.938,4,0.622,0
15217,209531,0.475,0.539,0.936,0.104,10,0.106,-3.803,1,0.1119999999999999,128.015,4,0.225,0
10767,84894,0.301,0.711,0.377,0.799,10,0.111,-11.189,0,0.0558,168.053,4,0.442,0
7579,141586,0.0484,0.6559999999999999,0.542,0.0,7,0.126,-7.358,1,0.3229999999999999,166.111,4,0.551,0
6069,239533,0.0276,0.325,0.657,0.000345,0,0.0788,-8.203,1,0.0422,183.156,4,0.221,0
10805,283813,0.0115,0.703,0.68,0.74,10,0.0889,-6.629,1,0.0369,115.994,4,0.157,0
12669,145205,0.175,0.8140000000000001,0.53,2.71e-06,11,0.115,-6.187,0,0.0933,103.02,4,0.427,0
6267,213000,0.531,0.726,0.738,0.000479,6,0.331,-6.932,0,0.284,147.796,4,0.408,0
13829,191666,0.0195,0.599,0.812,0.0362,8,0.0996,-5.876,0,0.0451,125.922,4,0.3229999999999999,0
2295,262240,0.243,0.748,0.551,1.57e-06,1,0.0943,-9.054,1,0.0239,113.535,4,0.65,1
8107,268453,0.0983,0.861,0.597,0.0,10,0.176,-7.221,0,0.162,107.016,4,0.6940000000000001,0
16838,303013,0.00171,0.5479999999999999,0.865,0.000449,0,0.457,-5.325,1,0.0302,116.046,4,0.61,1
2616,207240,0.226,0.618,0.565,0.0845,2,0.105,-10.08,1,0.0334,101.006,4,0.828,0
15713,198599,0.0016699999999999,0.617,0.629,3.7e-05,1,0.0729,-5.8260000000000005,1,0.0321,100.066,4,0.679,0
5119,172000,0.7609999999999999,0.8190000000000001,0.457,0.0,2,0.0576,-11.173,1,0.0409,106.091,4,0.805,0
1470,226226,0.518,0.563,0.26,0.0,2,0.146,-5.856,1,0.0391,145.561,4,0.616,1
12518,127533,0.0251,0.952,0.568,0.524,7,0.0949,-4.5760000000000005,1,0.1009999999999999,122.024,4,0.415,0
4959,266997,0.768,0.639,0.381,2.25e-06,10,0.214,-9.428,1,0.0321,89.897,4,0.489,0
11768,193360,0.00488,0.5670000000000001,0.562,0.0,10,0.0661,-4.226,0,0.0571,92.808,4,0.522,0
12320,206403,0.115,0.802,0.8440000000000001,0.0,6,0.0764,-6.257000000000001,0,0.306,112.055,4,0.636,0
3507,156695,0.1989999999999999,0.73,0.86,0.00182,7,0.322,-3.532,1,0.191,129.952,4,0.647,1
11894,215714,0.762,0.743,0.748,6.25e-05,0,0.0939,-4.822,1,0.0519,126.086,4,0.476,0
1523,200613,0.821,0.701,0.2339999999999999,0.0,11,0.102,-10.441,1,0.0443,84.995,4,0.298,0
6811,160253,0.65,0.578,0.669,0.0,10,0.13,-4.898,1,0.0377,75.995,4,0.503,1
16684,197533,0.00119,0.456,0.893,9.81e-05,7,0.121,-7.124,1,0.0412,148.501,4,0.282,0
1044,208493,0.0437,0.637,0.846,0.0,1,0.105,-3.663,1,0.0346,103.119,4,0.634,0
9508,204080,0.0010199999999999,0.603,0.883,0.0207,5,0.575,-5.196000000000001,0,0.0539,124.915,4,0.4539999999999999,0
1194,256826,0.0393,0.598,0.6679999999999999,4.68e-05,6,0.2189999999999999,-8.312000000000001,1,0.0408,112.928,4,0.733,0
12380,162994,0.203,0.7759999999999999,0.624,0.0,0,0.178,-5.478,1,0.1989999999999999,77.53399999999999,4,0.57,0
11790,194732,0.0716,0.757,0.69,0.0,1,0.192,-5.327000000000001,0,0.282,132.064,4,0.914,1
18300,186986,0.0372,0.6970000000000001,0.6829999999999999,0.0,1,0.1369999999999999,-2.881,0,0.1169999999999999,96.133,4,0.603,1
13355,216742,0.983,0.4029999999999999,0.156,0.933,5,0.109,-18.196,0,0.0388,117.306,4,0.265,0
17772,229218,0.5820000000000001,0.774,0.449,5.8e-05,7,0.103,-8.404,0,0.0641,100.034,4,0.605,0
17790,312820,0.00513,0.8340000000000001,0.73,0.0,8,0.124,-3.714,1,0.222,155.00799999999998,4,0.446,1
13,269000,0.0179,0.618,0.938,0.0,9,0.1669999999999999,-3.442,1,0.0456,91.455,4,0.875,1
18580,243146,0.1169999999999999,0.638,0.738,0.000384,6,0.6890000000000001,-4.976,0,0.0292,97.021,4,0.657,1
5739,160626,0.0107,0.6829999999999999,0.6779999999999999,2.27e-05,9,0.8220000000000001,-6.756,1,0.0332,126.988,4,0.45,0
2025,157206,0.421,0.607,0.561,0.0,9,0.298,-10.099,1,0.0425,127.638,3,0.841,0
10862,186839,0.675,0.621,0.539,1.25e-05,6,0.125,-5.603,1,0.0788,81.96700000000001,1,0.2019999999999999,0
12747,200170,0.21,0.722,0.88,0.0,4,0.324,-3.989,0,0.24,92.024,4,0.79,0
8377,190280,0.0901,0.7070000000000001,0.674,0.0,1,0.115,-5.577999999999999,1,0.177,95.02,4,0.928,1
1350,159172,0.937,0.585,0.132,0.0,9,0.106,-12.731,1,0.0751,151.968,4,0.4539999999999999,0
5882,245172,0.611,0.63,0.5,4.04e-05,1,0.114,-8.755,0,0.0611,144.871,4,0.315,1
3399,194732,0.0716,0.757,0.69,0.0,1,0.192,-5.327000000000001,0,0.282,132.064,4,0.914,1
9731,252933,0.00324,0.609,0.937,0.000294,6,0.129,-2.912,1,0.0495,95.961,4,0.493,0
18319,291293,0.207,0.7090000000000001,0.8240000000000001,0.000307,1,0.0888,-8.824,1,0.0453,118.814,4,0.867,0
5138,117053,0.3329999999999999,0.68,0.4039999999999999,0.0,11,0.114,-12.732,1,0.0307,82.02,4,0.917,0
3701,193747,0.1,0.7559999999999999,0.7659999999999999,0.0,9,0.313,-5.792999999999999,0,0.088,105.986,4,0.288,1
9518,174373,0.8079999999999999,0.529,0.0964,0.0628,0,0.7090000000000001,-22.052,1,0.0459,151.286,4,0.142,0
5083,181653,0.863,0.669,0.187,0.0,4,0.3389999999999999,-12.353,1,0.043,128.878,3,0.517,0
12727,179015,0.1939999999999999,0.787,0.379,0.00131,9,0.099,-9.364,0,0.245,82.52,4,0.344,0
5979,174093,0.638,0.62,0.193,0.0136,0,0.107,-13.404000000000002,1,0.0439,129.97899999999998,4,0.155,0
1436,206896,0.794,0.7290000000000001,0.267,0.0001139999999999,4,0.209,-8.63,0,0.0311,119.985,4,0.75,0
4925,250507,0.153,0.482,0.4429999999999999,0.000105,2,0.14,-8.996,1,0.0412,145.64,4,0.367,0
755,252773,0.103,0.68,0.6779999999999999,0.00828,1,0.204,-11.548,1,0.0754,131.165,4,0.251,1
6086,239960,0.1169999999999999,0.376,0.885,0.0104,2,0.296,-7.034,1,0.0775,135.619,4,0.6970000000000001,0
17111,200693,0.45,0.757,0.632,0.0,6,0.0692,-7.447,0,0.176,103.017,4,0.512,0
9413,248200,0.0135,0.677,0.743,0.0022199999999999,6,0.0581,-5.876,1,0.0611,127.971,4,0.469,0
13765,202710,0.75,0.445,0.396,1.71e-06,7,0.119,-6.3020000000000005,0,0.1989999999999999,94.921,4,0.4579999999999999,0
16303,161982,0.00208,0.799,0.5379999999999999,0.0,7,0.13,-6.781000000000001,0,0.395,160.024,4,0.447,0
15414,445458,0.637,0.523,0.6970000000000001,0.000107,9,0.263,-12.51,1,0.0454,104.299,4,0.8740000000000001,0
5939,187693,0.984,0.13,0.0182,0.922,0,0.0889,-26.349,1,0.037,71.014,3,0.032,0
16398,279106,0.0134,0.527,0.606,0.00029,5,0.418,-6.799,1,0.0305,105.509,4,0.267,0
17738,203794,0.308,0.531,0.544,1.89e-06,0,0.0835,-8.615,0,0.462,131.921,4,0.3979999999999999,1
3818,172640,0.6659999999999999,0.677,0.546,1.47e-05,7,0.113,-9.7,1,0.0321,122.732,4,0.956,0
3833,162293,0.213,0.703,0.73,0.0,2,0.0364,-5.725,1,0.0322,96.947,4,0.897,0
2018,139733,0.171,0.772,0.672,1.22e-05,9,0.359,-6.653,1,0.0373,125.227,4,0.6940000000000001,0
4808,206142,0.608,0.526,0.4539999999999999,0.28,4,0.113,-11.906,1,0.0292,139.988,4,0.1009999999999999,0
5975,206533,0.1889999999999999,0.7390000000000001,0.4479999999999999,0.0,10,0.118,-10.28,0,0.138,81.044,4,0.5529999999999999,1
4724,175615,0.122,0.518,0.795,0.0,0,0.291,-4.2860000000000005,1,0.0382,106.979,3,0.513,0
7576,184560,0.176,0.6940000000000001,0.77,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,0.163,1
18501,245386,0.0117,0.838,0.7709999999999999,0.0,1,0.0853,-3.791,1,0.244,175.957,4,0.405,1
14189,191479,0.105,0.8390000000000001,0.63,0.0,9,0.0669,-7.047000000000001,1,0.0805,106.0,4,0.3929999999999999,1
102,216689,0.0983,0.596,0.557,0.0,1,0.0565,-7.522,0,0.134,133.247,5,0.6609999999999999,1
676,271240,0.213,0.768,0.852,7.45e-05,4,0.0723,-6.215,1,0.038,128.374,4,0.867,0
12536,207200,0.000112,0.377,0.971,0.00146,6,0.371,-3.3160000000000003,1,0.134,140.025,4,0.326,0
16731,182026,0.888,0.7340000000000001,0.499,0.0,4,0.3879999999999999,-8.347999999999999,0,0.152,111.125,4,0.75,0
6113,249480,0.000688,0.6609999999999999,0.8,0.3,11,0.1,-4.222,0,0.129,139.876,4,0.609,0
110,204453,0.133,0.494,0.7290000000000001,0.0,2,0.143,-4.934,1,0.161,78.833,4,0.421,0
11160,147458,0.455,0.773,0.0319,0.485,2,0.096,-19.455,0,0.25,80.583,4,0.0377,0
7114,246308,0.00428,0.616,0.4429999999999999,0.0519,6,0.129,-17.179000000000002,0,0.0649,160.054,4,0.153,0
5093,163000,0.642,0.675,0.312,0.0,4,0.0898,-9.351,1,0.0316,127.179,4,0.644,0
17602,207866,0.0301,0.903,0.609,1.6100000000000002e-05,10,0.179,-7.555,0,0.237,149.991,4,0.268,0
16181,192453,0.0515,0.8759999999999999,0.637,0.0,9,0.0677,-5.157,1,0.259,146.958,4,0.5529999999999999,1
2031,144066,0.8190000000000001,0.605,0.845,0.000267,6,0.253,-8.672,0,0.0596,75.322,4,0.965,0
15274,126759,0.955,0.578,0.275,0.00129,4,0.122,-12.215,1,0.0254,93.03,4,0.271,0
3152,181644,0.432,0.395,0.456,0.0,7,0.108,-5.358,1,0.0456,103.85,4,0.0608,1
5677,229880,0.0592,0.713,0.5820000000000001,3.67e-06,7,0.265,-11.84,1,0.033,155.54399999999998,4,0.976,0
3208,165613,0.4429999999999999,0.647,0.402,0.000244,6,0.387,-9.922,1,0.0353,114.032,4,0.435,0
12227,207626,0.0227,0.7190000000000001,0.7490000000000001,0.0001899999999999,11,0.143,-5.521,0,0.0357,125.99,4,0.696,0
5846,144933,0.93,0.601,0.095,0.000285,1,0.1159999999999999,-18.478,1,0.0374,122.975,4,0.672,0
2204,258834,0.782,0.619,0.22,1.19e-05,0,0.124,-13.843,1,0.0667,75.16,4,0.423,1
13844,175013,9.17e-05,0.556,0.902,0.0,4,0.0888,-5.143,1,0.0449,145.914,4,0.96,0
12909,258466,5.59e-05,0.4039999999999999,0.72,0.836,10,0.0466,-9.18,0,0.0626,121.649,4,0.475,0
8153,212485,0.0439,0.695,0.8690000000000001,9.940000000000002e-05,3,0.1669999999999999,-3.844,1,0.0637,112.949,4,0.32,0
12351,300094,0.0616,0.5710000000000001,0.6729999999999999,0.0,8,0.211,-5.269,1,0.42,97.212,3,0.503,0
12370,155897,0.0702,0.794,0.7829999999999999,2.62e-05,1,0.527,-5.422999999999999,1,0.3289999999999999,117.087,4,0.831,0
10997,185294,0.18,0.747,0.385,0.0149,4,0.121,-11.021,0,0.26,82.015,4,0.401,0
13704,213309,0.0119,0.7809999999999999,0.768,4.91e-06,11,0.325,-5.9910000000000005,1,0.0394,123.07,4,0.486,1
6533,219682,0.174,0.649,0.895,1.95e-06,0,0.095,-1.358,1,0.0394,174.074,4,0.664,1
16430,194570,0.396,0.381,0.593,0.00245,2,0.113,-7.376,1,0.0382,79.848,4,0.477,0
16814,155600,0.623,0.5539999999999999,0.306,0.0,1,0.106,-8.856,1,0.0468,141.577,4,0.602,0
14989,196600,0.0197,0.639,0.6990000000000001,0.0,9,0.0726,-6.736000000000001,1,0.0303,150.007,4,0.96,1
861,309800,0.158,0.654,0.637,1.28e-05,10,0.3379999999999999,-6.915,0,0.293,81.947,4,0.364,1
1600,191360,0.296,0.623,0.417,0.0,0,0.135,-8.699,1,0.0354,130.032,4,0.721,1
1746,805746,0.263,0.634,0.713,0.0468,10,0.159,-6.619,0,0.0453,120.286,4,0.593,0
3091,227078,0.0148,0.527,0.931,0.0,0,0.121,-4.743,0,0.1119999999999999,129.738,4,0.288,0
12946,238933,0.18,0.6629999999999999,0.957,0.0,11,0.348,-2.823,1,0.0584,125.678,4,0.937,0
9378,246320,0.000136,0.6920000000000001,0.833,1.98e-05,7,0.515,-3.974,1,0.0492,96.814,4,0.6920000000000001,1
8659,238386,0.111,0.8109999999999999,0.691,0.00483,2,0.181,-7.88,1,0.0452,130.007,4,0.84,0
15452,225135,0.0185,0.843,0.7979999999999999,0.000593,10,0.435,-6.056,0,0.0856,111.03,4,0.816,0
14435,275360,0.1689999999999999,0.7929999999999999,0.823,0.00104,7,0.0986,-6.39,1,0.0681,91.997,4,0.616,0
12109,223700,0.594,0.7390000000000001,0.83,2.98e-05,5,0.135,-3.109,0,0.0397,92.711,4,0.841,0
5222,148280,0.652,0.674,0.365,0.0,11,0.14,-10.23,1,0.0758,118.009,4,0.532,0
13012,242493,0.0161,0.46,0.873,4.270000000000001e-05,0,0.255,-7.96,1,0.0602,146.247,4,0.485,0
18681,192999,0.309,0.62,0.841,0.0,2,0.0538,-4.745,0,0.129,91.996,4,0.647,0
774,175173,0.326,0.535,0.716,0.0,4,0.659,-5.025,1,0.0431,94.379,4,0.901,0
7639,238528,0.3229999999999999,0.419,0.809,0.0,11,0.6990000000000001,-4.596,1,0.0357,88.41799999999999,4,0.635,1
6128,177026,0.00251,0.7140000000000001,0.642,0.887,8,0.186,-10.241,0,0.0868,137.834,4,0.102,0
6419,227094,0.0219,0.7070000000000001,0.879,0.373,7,0.0585,-5.876,0,0.0615,139.93200000000002,4,0.67,0
16035,226720,0.316,0.6729999999999999,0.596,1.88e-05,11,0.107,-6.489,0,0.0438,75.02199999999999,4,0.22,0
7153,191935,0.4429999999999999,0.774,0.45,3.28e-05,11,0.127,-6.86,1,0.0896,90.055,4,0.648,0
16607,233846,0.407,0.848,0.209,0.8740000000000001,6,0.2019999999999999,-22.79,1,0.0819999999999999,116.953,4,0.623,0
3063,196624,0.452,0.79,0.7709999999999999,0.0,7,0.09,-5.118,1,0.3279999999999999,83.054,4,0.312,0
5140,150093,0.8540000000000001,0.622,0.344,0.0,4,0.31,-12.833,1,0.0396,118.377,4,0.6729999999999999,0
10034,300858,0.6970000000000001,0.563,0.5660000000000001,0.0,2,0.192,-5.229,1,0.0438,110.89,3,0.8320000000000001,0
1344,180207,0.22,0.7759999999999999,0.296,0.0,0,0.087,-18.156,1,0.0386,124.721,4,0.961,0
8128,272733,0.181,0.5770000000000001,0.82,8.599999999999999e-06,0,0.165,-5.4910000000000005,1,0.0365,141.61,4,0.753,0
17522,221440,0.00215,0.715,0.447,0.903,7,0.292,-6.484,1,0.0378,134.97799999999998,4,0.184,0
97,224413,0.235,0.682,0.7509999999999999,0.0,8,0.11,-5.812,0,0.0675,129.937,4,0.708,0
17094,158783,0.0173,0.895,0.7659999999999999,0.0,10,0.0975,-4.93,0,0.307,81.483,4,0.416,0
18433,242000,0.000542,0.311,0.565,0.0359,6,0.155,-6.419,1,0.0405,138.293,5,0.291,0
2132,197093,0.356,0.52,0.179,0.00344,11,0.131,-21.976,0,0.0454,155.746,4,0.407,0
9701,182518,0.0521,0.616,0.88,0.000717,1,0.0539,-3.59,1,0.042,94.011,4,0.7509999999999999,0
16734,181253,0.88,0.413,0.251,0.156,8,0.122,-16.919,1,0.0711,187.105,3,0.3389999999999999,0
5004,172586,0.957,0.7070000000000001,0.163,4.59e-06,0,0.0988,-12.704,1,0.0369,142.451,4,0.519,0
13778,214574,0.0841,0.7859999999999999,0.593,0.0,6,0.144,-8.254,0,0.0538,109.993,4,0.544,0
15652,229792,0.3779999999999999,0.57,0.767,0.00336,0,0.109,-7.138,1,0.1119999999999999,154.982,4,0.741,0
